id,text
1558607118,"Kula Kaymakam Kemal Duru visited volunteers at Kula Hacı Ömer Özboycı Occupation and Technical Anadolu High School, which began to produce masks under the protocol co-signed by Manisa County National Education Directorate and the City Health Directorate."
1530377691,President Recep Tayyip Erdogan told Azerbaijan at the last minute prior to his move that two of our soldiers were martyrs in Libya.
1616651613,"According to the latest assessments from meteorology, the interiors of the Aegean are under the influence of heavy showers in western Anatolia and western Black Sea. Lodos are expected to be effective in the inner and eastern regions from the south and southwest. Other regions are not expected for any significant change."
1558318470,People with chronic illness in Tekirdağ who are 65 years of age and older are generally responding to the call to stay at home under coronavirus measures.
1535325643,"From the turning points of Turkish and world history, the story of the youth volunteering for the Battle of Çanakkale, my handkerchief, Kekik Smere, is preparing to meet the audience."
1607746508,Journalist Fatih Orange has made a statement on the news that the New Age headline has included details of his land and has been targeted.
1489584157,The number of families who launched a sit-in in front of HDP Diyarbakır Province (HDP) on charges of kidnapping their children by terrorist organization PKK members has risen to 65 on the 128th day.
1598158701,"Last-minute Current News -- some exceptions in the curfews of entering and exiting the Metropolitan and Zongukdak following the first curfew started on April 3rd. Citizens who wish to enter cities where they have a curfew will apply for a travel permit through the E- State. After the application has been submitted to evaluation, they will be granted travel permits! But how will travel permission be applied?"
1516082727,Women's Wrestling Team coach Efrahim Kahraman said they were ready for the European Championship.
1628310008,"In Manisa, it was discovered that the driver who left his car and disappeared 15 hours after he flew into the irrigation canal during the night was in his home, while the footage of the accident occurred on the security camera of a workplace as the investigation was under way."
1577888989,"Misra (9) and Hüseyin Aydın (12) brothers in Sakarya donated 152 lira to the National Solidarity Campaign, launched by President Recep Tayyip Erdogan to buy a laptop."
1615475205,"In Talas district of QAYERI, four isolated homes were quarantined after a test of coronavirus tested positive for one person who went to the hospital complaining of high fever and cough."
1631063563,"A dramatic claim has been made on the beaches of the world-famous basement town of MUKLA about quartz dust, which is called white sand."
1532935619,The European Union has decided to expand its sanctions on Turkey due to the alleged illegal activities of the Republic of Cyprus's exclusive economic zone.
1558520014,President Recep Tayyip Erdogan discussed the execution with Justice Minister Abdulhamit Gul.
1558275994,"Selim Aydın, the father of Constabulary Chief Constable Mustafa Aydın has passed away."
1642927390,"2 cousins who escaped from the attacker bear in Ispirak neighborhood of Sarıkonaks district of İspılı district, were injured in a forest area."
1542820894,Breaking news: 4 people who have been poached as fugitives in Iğdır received a fine of $30944. 8 of them were found alive and 20 were caught by traps. The confiscated cakes will be released into the wild.
1577494436,"The fields began to plow in Kars, where the winter was harsh and long, and the farmers began plowing their fields."
1514448546,"When the United Kingdom finally leaves the European Union, the voices of independence rise once more strongly from Scotland, one of the four main elements of its kingdom, as political and economic risk to markets."
1558590184,"Shorter than Tekirdağ, the municipality of Süleymanpaşa continues its work against the coronavirus (Kovid-19)."
1594842754,"The Turkish Cypriot Medical Association, the Chamber of Turkish Turkish Medicines and the Turkish Union of Doctors of Cyprus, issued a statement saying that the gradual removal of the troops was to play Russian roulette."
1497478420,"Free Arduç, who stabbed and killed university student Ceren Özdemir, will be tried on Monday for aggravated life imprisonment."
1558595395,"The famous name of the art world had once conquered lung cancer, and now the corona has succumbed to the virus."
1577788489,Funeral services staff have been given training on the rules for funerals that have passed away from Koronavirus
